Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Tata Manza Aura Safire BS IV,Pune,2010,75695,First,13.7 kmpl,1368 CC,88.8 bhp,5.0,,1.85,False,False,True,False,True
Maruti Swift VDI,Kolkata,2012,82000,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,2.5,True,False,False,False,True
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.75,True,False,False,False,True
Honda City 1.5 V MT,Pune,2009,138000,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5,False,False,True,False,True
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5,True,False,False,False,True
Honda City 1.5 V MT,Coimbatore,2012,42750,First,17.0 kmpl,1497 CC,118 bhp,5.0,,6.33,False,False,True,False,True
Chevrolet Beat Diesel,Kochi,2014,52398,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.47,True,False,False,False,True
Chevrolet Spark 1.0 LS,Kochi,2014,36657,First,16.2 kmpl,995 CC,62.1 bhp,5.0,,3.3,False,False,True,False,True
Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Second,11.57 kmpl,2179 CC,138.1 bhp,7.0,,3.5,True,False,False,False,True
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,,38.75,True,False,False,True,False
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,First,11.5 kmpl,2993 CC,235 bhp,5.0,,7.99,True,False,False,True,False
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,36.69 Lakh,13.28,True,False,False,False,True
BMW X1 sDrive 18i,Pune,2012,80000,First,11.25 kmpl,1995 CC,150 bhp,5.0,,9.5,False,False,True,True,False
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,,14.01,True,False,False,False,True
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,First,24.4 kmpl,1120 CC,71 bhp,5.0,,6.99,True,False,False,False,True
BMW 3 Series 320d,Hyderabad,2010,105000,Second,13.2 kmpl,1995 CC,170 bhp,5.0,,11.0,True,False,False,True,False
BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Second,10.8 kmpl,2497 CC,215 bhp,5.0,,11.0,False,False,True,True,False
Nissan Micra XE,Pune,2010,85046,Second,18.06 kmpl,1198 CC,75 bhp,5.0,,2.3,False,False,True,False,True
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.5,True,False,False,True,False
Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,First,10.2 kmpl,4367 CC,308 bhp,7.0,,67.0,True,False,False,True,False
Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,First,16.0 kmpl,1368 CC,160 bhp,5.0,23.68 Lakh,17.75,False,False,True,True,False
Honda CR-V 2.4 AT,Delhi,2010,94000,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,4.8,False,False,True,True,False
Maruti Swift VXI,Coimbatore,2013,61110,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.57,False,False,True,False,True
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.5,True,False,False,False,True
Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,7.61,True,False,False,False,True
Audi A4 35 TDI Technology,Hyderabad,2015,45000,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,25.0,True,False,False,True,False
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.88,False,False,True,False,True
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,13.5,True,False,False,False,True
Hyundai i20 1.2 Magna,Kolkata,2015,35000,First,18.5 kmpl,1197 CC,80 bhp,5.0,,4.6,False,False,True,False,True
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,4.9,True,False,False,False,True
Honda City 1.5 S MT,Hyderabad,2012,67635,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.25,False,False,True,False,True
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,12.41,False,False,True,True,False
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.8,True,False,False,False,True
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,First,19.27 kmpl,2143 CC,170 bhp,5.0,,8.95,True,False,False,True,False
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.2,True,False,False,False,True
Tata Indigo GLE,Hyderabad,2017,23228,First,14.4 kmpl,1396 CC,65 bhp,5.0,,4.5,False,False,True,False,True
Maruti Swift Dzire LDI,Delhi,2014,68462,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.15,True,False,False,False,True
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,First,25.1 kmpl,1248 CC,88.5 bhp,5.0,13.26 Lakh,7.94,True,False,False,False,True
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,7.25,True,False,False,False,True
Maruti Wagon R VXI,Delhi,2016,22000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.7,False,False,True,False,True
Hyundai Santro Xing GL,Hyderabad,2010,58163,First,0.0 kmpl,1086 CC,62 bhp,5.0,,2.45,False,False,True,False,True
Chevrolet Beat Diesel LT,Chennai,2011,109500,Third,25.44 kmpl,936 CC,57.6 bhp,5.0,,1.5,True,False,False,False,True
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,First,16.0 kmpl,1997 CC,140 bhp,7.0,,12.0,True,False,False,False,True
Hyundai i10 Era 1.1,Delhi,2012,51000,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.2,False,False,True,False,True
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,First,13.93 kmpl,2179 CC,138 bhp,7.0,,3.6,True,False,False,False,True
Hyundai i10 Sportz,Kolkata,2009,43002,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,1.92,False,False,True,False,True
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,28.05 Lakh,20.5,True,False,False,True,False
Skoda Laura Elegance MT,Jaipur,2010,82407,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.25,True,False,False,False,True
Hyundai Grand i10 Sportz,Kolkata,2013,29000,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.2,False,False,True,False,True
Maruti Swift Dzire VDI,Kolkata,2014,45000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.85,True,False,False,False,True
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.48,True,False,False,False,True
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,4.55,True,False,False,False,True
Maruti Ertiga VDI,Pune,2016,130000,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,7.0,True,False,False,False,True
Maruti Ertiga ZDI,Ahmedabad,2013,67443,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,5.75,True,False,False,False,True
Honda City 1.5 V AT Sunroof,Kochi,2016,47681,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,8.73,False,False,True,True,False
Maruti Alto LXi BSIII,Hyderabad,2009,35000,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.7,False,False,True,False,True
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,First,10.91 kmpl,3198 CC,197 bhp,7.0,,29.5,True,False,False,True,False
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.2 Lakh,10.49,True,False,False,False,True
Porsche Boxster S tiptronic,Kolkata,2015,10512,First,8.6 kmpl,2706 CC,265 bhp,2.0,,64.0,False,False,True,True,False
Maruti Swift ZDi,Pune,2016,58000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,7.55,True,False,False,False,True
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,8.56 Lakh,3.95,False,False,True,False,True
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5.0,,3.25,False,False,True,False,True
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,19.4 kmpl,1422 CC,70 bhp,5.0,,2.75,True,False,False,False,True
Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,7.35,True,False,False,False,True
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,4.7,False,False,True,False,True
Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.77,False,False,True,False,True
Hyundai i10 Magna 1.2,Kochi,2013,46821,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.42,False,False,True,False,True
Chevrolet Beat LS,Kolkata,2015,120000,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,,2.5,False,False,True,False,True
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,20.0,True,False,False,True,False
Nissan Terrano XL,Mumbai,2014,40000,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,5.25,False,False,True,False,True
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,,14.5,True,False,False,True,False
Hyundai i10 Asta AT,Mumbai,2011,64984,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.45,False,False,True,True,False
Maruti Alto K10 VXI AGS,Pune,2015,73204,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.3,False,False,True,True,False
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,51.0,True,False,False,True,False
Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.46 Lakh,6.5,True,False,False,False,True
Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.65,False,False,True,False,True
Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0 kmpl,1497 CC,115 bhp,5.0,12.79 Lakh,7.25,True,False,False,False,True
Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.57 Lakh,6.01,True,False,False,False,True
Maruti Wagon R VXI,Kolkata,2015,14000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.8,False,False,True,False,True
Hyundai i20 Sportz Option,Chennai,2012,50000,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.0,False,False,True,False,True
Honda City i VTEC V,Delhi,2014,62505,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.95,False,False,True,False,True
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,12.8 kmpl,2494 CC,102 bhp,7.0,,9.2,True,False,False,False,True
Hyundai Verna CRDi SX,Pune,2012,94900,First,16.8 kmpl,1493 CC,110 bhp,5.0,,5.35,True,False,False,False,True
Tata Hexa XT,Delhi,2017,55000,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,19.86 Lakh,12.0,True,False,False,False,True
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,38.94,True,False,False,True,False
Maruti Wagon R VXI,Coimbatore,2008,53934,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.69,False,False,True,False,True
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,17.09 kmpl,1995 CC,218 bhp,5.0,,27.5,True,False,False,True,False
Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,2.75,False,False,True,False,True
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.8,False,False,True,False,True
Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,6.45,False,False,True,False,True
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,5.88,False,False,True,False,True
Maruti Swift LXI,Pune,2013,32953,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.65,False,False,True,False,True
Hyundai EON Era,Jaipur,2014,18000,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5,False,False,True,False,True
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,86.97 Lakh,51.35,False,False,True,True,False
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.85,True,False,False,False,True
Toyota Etios VD,Chennai,2012,48000,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,,5.25,True,False,False,False,True
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,9.23,True,False,False,False,True
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.12 Lakh,22.0,True,False,False,True,False
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.19,True,False,False,False,True
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.35,False,False,True,True,False
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,First,10.0 kmpl,2148 CC,170 bhp,5.0,,24.5,True,False,False,True,False
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,First,17.8 kmpl,1248 CC,75 bhp,5.0,,5.75,True,False,False,False,True
Honda City i VTEC CVT VX,Kochi,2016,58197,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,9.19,False,False,True,True,False
BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Second,8.45 kmpl,2979 CC,321 bhp,5.0,,10.75,False,False,True,True,False
Hyundai i10 Magna AT,Bangalore,2009,60000,First,19.2 kmpl,1197 CC,80 bhp,5.0,,2.99,False,False,True,True,False
Maruti Swift Dzire VDI,Kolkata,2014,57000,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3.89,True,False,False,False,True
Honda City i DTec VX,Coimbatore,2018,45555,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,11.73,True,False,False,False,True
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,First,14.0 kmpl,796 CC,35 bhp,5.0,,3.11,False,False,True,False,True
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Second,17.2 kmpl,1968 CC,138.1 bhp,5.0,,14.45,True,False,False,False,True
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.7,True,False,False,False,True
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.04,True,False,False,False,True
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.5,True,False,False,False,True
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,First,19.27 kmpl,2143 CC,170 bhp,5.0,,15.65,True,False,False,True,False
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,5.65,True,False,False,False,True
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,First,10.93 kmpl,2497 CC,204 bhp,5.0,,16.5,False,False,True,True,False
Volkswagen Vento Petrol Highline,Pune,2012,67200,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.9,False,False,True,False,True
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,First,18.88 kmpl,1995 CC,184 bhp,5.0,,14.5,True,False,False,True,False
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,First,14.69 kmpl,2993 CC,258 bhp,5.0,,44.0,True,False,False,True,False
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,5.0,False,False,True,False,True
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.56 Lakh,19.75,True,False,False,True,False
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05 Lakh,11.44,True,False,False,True,False
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,First,18.0 kmpl,1248 CC,75 bhp,5.0,,1.75,True,False,False,False,True
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,First,12.3 kmpl,1796 CC,185 bhp,5.0,,30.42,False,False,True,False,True
Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.57,True,False,False,False,True
Mahindra Bolero ZLX,Mumbai,2016,40448,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.01 Lakh,3.5,True,False,False,False,True
Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,10.46,True,False,False,False,True
Fiat Avventura MULTIJET Emotion,Pune,2014,52782,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,4.85,True,False,False,False,True
Honda Amaze S Petrol,Kochi,2016,51672,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.55 Lakh,5.68,False,False,True,False,True
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.25,False,False,True,True,False
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,16.0,True,False,False,True,False
Maruti Wagon R VXI BSIII,Chennai,2013,79000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.0,False,False,True,False,True
Toyota Corolla Altis VL,Mumbai,2010,70200,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,5.0,False,False,True,True,False
Maruti Swift VXi BSIV,Delhi,2016,42000,First,16.1 kmpl,1197 CC,85 bhp,5.0,,4.75,False,False,True,False,True
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.35,False,False,True,False,True
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.98,False,False,True,False,True
Maruti SX4 ZDI,Chennai,2011,80000,Third,21.5 kmpl,1248 CC,88.8 bhp,5.0,,3.5,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.32 Lakh,4.77,False,False,True,False,True
Maruti Baleno Delta 1.2,Delhi,2016,50003,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.45,False,False,True,False,True
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,First,20.3 kmpl,1199 CC,84 bhp,5.0,,6.85,False,False,True,True,False
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.3,True,False,False,True,False
Tata Indica GLS BS IV,Pune,2007,108995,First,15.3 kmpl,1193 CC,65.3 bhp,5.0,,1.25,False,False,True,False,True
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,First,22.7 kmpl,1598 CC,118 bhp,5.0,,8.25,True,False,False,False,True
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.71,False,False,True,False,True
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,First,19.1 kmpl,1197 CC,82 bhp,5.0,,3.6,False,False,True,False,True
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.0,False,False,True,False,True
Maruti Celerio VXI AT,Hyderabad,2016,21600,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.65,False,False,True,True,False
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,First,14.84 kmpl,2143 CC,170 bhp,5.0,,9.5,True,False,False,True,False
Maruti Swift Dzire VXi,Mumbai,2011,58075,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.95,False,False,True,False,True
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.0,False,False,True,False,True
Maruti Swift ZDi,Hyderabad,2015,58000,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.95,True,False,False,False,True
Toyota Corolla Altis VL,Delhi,2008,89000,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,4.0,False,False,True,True,False
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,First,13.5 kmpl,1799 CC,130 bhp,5.0,,2.5,False,False,True,False,True
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,,11.37,False,False,True,True,False
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Second,19.0 kmpl,1248 CC,93 bhp,5.0,,2.25,True,False,False,False,True
Hyundai i10 Era,Jaipur,2013,46230,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.1,False,False,True,False,True
Volvo XC60 D5 Inscription,Kochi,2014,86925,First,11.2 kmpl,2400 CC,215 bhp,5.0,,17.18,True,False,False,True,False
Hyundai i20 1.2 Asta,Jaipur,2018,5000,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.5,False,False,True,False,True
Honda City i DTEC S,Ahmedabad,2014,66000,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.7,True,False,False,False,True
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,First,12.99 kmpl,2494 CC,100 bhp,8.0,,8.0,True,False,False,False,True
Renault KWID RXT,Chennai,2016,45000,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2.6,False,False,True,False,True
Maruti A-Star Vxi,Hyderabad,2009,66149,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.45,False,False,True,False,True
Mercedes-Benz B Class B180,Kochi,2014,42070,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.57,False,False,True,True,False
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.3,False,False,True,False,True
Maruti Swift VDI BSIV,Jaipur,2016,41460,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.9,True,False,False,False,True
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,15.14 Lakh,7.2,False,False,True,True,False
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.72 Lakh,5.9,True,False,False,True,False
Honda City V MT,Chennai,2014,30000,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,6.0,False,False,True,False,True
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,First,16.0 kmpl,1086 CC,66.7 bhp,5.0,,1.95,False,False,True,False,True
Toyota Etios GD SP,Coimbatore,2016,53702,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,6.55,True,False,False,False,True
Volvo S60 D4 Momentum,Hyderabad,2015,51000,First,27.03 kmpl,1969 CC,190 bhp,5.0,45.67 Lakh,25.0,True,False,False,True,False
Ford Figo Diesel EXI,Kolkata,2012,36542,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.65,True,False,False,False,True
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,First,13.0 kmpl,2987 CC,265 bhp,5.0,,69.5,True,False,False,True,False
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,First,22.69 kmpl,1995 CC,190 bhp,5.0,54.7 Lakh,14.0,True,False,False,True,False
Maruti Alto 800 VXI,Pune,2014,32000,Second,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.1,False,False,True,False,True
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,22.87 Lakh,20.4,True,False,False,False,True
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,First,18.78 kmpl,999 CC,75 bhp,5.0,6.74 Lakh,5.68,False,False,True,False,True
Nissan Terrano XL,Mumbai,2014,28238,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,5.55,False,False,True,False,True
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,33.09 Lakh,12.75,True,False,False,False,True
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Second,14.8 kmpl,1799 CC,130.2 bhp,5.0,,3.35,False,False,True,False,True
Maruti Alto 800 LXI,Kolkata,2013,56840,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,1.55,False,False,True,False,True
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.9,True,False,False,False,True
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,First,12.35 kmpl,2179 CC,187.74 bhp,5.0,,18.98,True,False,False,True,False
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,11.51,False,False,True,False,True
Maruti Ertiga VDI,Mumbai,2016,54000,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,7.75,True,False,False,False,True
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,13.9,True,False,False,False,True
